LOC_ID,website,google_rating,google_reviews_count,google_maps_url,google_phone,google_hours_mon,google_hours_tue,google_hours_wed,google_hours_thu,google_hours_fri,google_hours_sat,google_hours_sun,google_photo_url,google_place_id,match_confidence,food_info,surveillance_cameras,religious_affiliation
3495,https://www.northviewheightselc.ca/,4.3,6.0,https://maps.google.com/?cid=15185332701942831696,(416) 739-0987,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,Closed,Closed,,ChIJTZN6npQtK4gRUNpsF6MjvdI,high,,,
3497,https://www.ymcagta.org/find-a-y/scarborough-ymca,3.5,257.0,https://maps.google.com/?cid=5863261066871166632,(416) 296-9622,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,,ChIJ8WzYKq_R1IkRqNY7HOB8XlE,high,,,
3499,https://bluewavechildcare.ca/,3.8,14.0,https://maps.google.com/?cid=15819916167459798012,(416) 445-0602,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJL4kbY2_N1IkR_Hvm0e-hi9s,high,,,
3507,https://schoolweb.tdsb.on.ca/morrish/,,,https://maps.google.com/?cid=13106631202337762305,(416) 396-6730,8:00 AM – 4:30 PM,8:00 AM – 4:30 PM,8:00 AM – 4:30 PM,8:00 AM – 4:30 PM,8:00 AM – 4:30 PM,Closed,Closed,,ChIJ98YJoxXa1IkRAaxk-aIb5LU,high,,,
3513,https://www.ymcagta.org/find-a-y/etobicoke-our-lady-of-peace-ymca,5.0,1.0,https://maps.google.com/?cid=12444685469057861387,(416) 456-5800,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ_YvGxpk3K4gRC8eo1H9ntKw,high,,,
3537,https://www.toronto.ca/data/children/dmc/webreg/gcreg3537.html,5,1,https://maps.google.com/?cid=921428936542731370,(416) 392-4652,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJXc90PQBJK4gRajxlYLySyQw,high,,,
3550,https://www.ymcagta.org/find-a-y/scarborough-lucy-maud-montgomery-ymca-child-care-centre,4.5,4,https://maps.google.com/?cid=4943564319002496714,(416) 287-7925,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJhdrOOaPQ1IkRyo5wVo4Rm0Q,high,,,
3551,https://schoolweb.tdsb.on.ca/normaningram,,,https://maps.google.com/?cid=9074356987052444036,(416) 395-2720,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,Closed,Closed,,ChIJdbaSdm_N1IkRhElYCpqX7n0,high,,,
3596,http://www.toronto.ca/children/childcare.htm,5.0,5.0,https://maps.google.com/?cid=12664750507620587501,(416) 397-5170,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJF64T3NA0K4gR7VesZ3w7wq8,high,,,
3629,http://www.southdrivechildrenscircle.com/,,,https://maps.google.com/?cid=5135623200895560701,(416) 963-9242,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,Closed,Closed,,ChIJM6cbnao0K4gR_WuibRdmRUc,high,,,
3670,http://www.mothercraft.ca/index.php?q=contact-mothercraft,3.9,10.0,https://maps.google.com/?cid=228527681342289208,(416) 367-1758,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,Closed,Closed,,ChIJe2C4qS3L1IkRODXAI7fkKwM,high,,,
3701,,4.7,15.0,https://maps.google.com/?cid=15401614583274199758,(416) 635-6580,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,Closed,,ChIJwRHlh5EtK4gRztqIu9yGvdU,high,,,
3709,,4.8,16.0,https://maps.google.com/?cid=2059100859632135936,(416) 394-8284,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJA3eIpsA5K4gRAC8Tf1Jlkxw,high,,,
3712,http://allenbydaycare.com/,4.7,7.0,https://maps.google.com/?cid=8975118247856949495,(416) 487-7800,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ363d9RozK4gR98ijhH4Gjnw,high,,,
3733,https://www.treetopchildrenscentre.com/,4.8,6.0,https://maps.google.com/?cid=13572131850196419271,(416) 484-8702,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJJVMthxMzK4gRxwK5bwLmWbw,high,,,
3736,http://www.jwccp.com/,,,https://maps.google.com/?cid=1042526249432440732,(416) 488-8571,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,Closed,,ChIJVVWVkO8yK4gRnN9wrhnMdw4,high,,,
3767,http://www.unicorndaycare.com/,4.5,11.0,https://maps.google.com/?cid=12605229975143221292,(416) 929-6841,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJReHR1l0zK4gRLIiEhODF7q4,high,,,
3774,,5.0,1.0,https://maps.google.com/?cid=8019082434948064886,,,,,,,,,,ChIJyU2vKADT1IkRdman1_yASW8,high,,,
3792,http://www.abionacentre.ca/,4.4,14.0,https://maps.google.com/?cid=454492714930525309,(416) 425-6348,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,Closed,,ChIJCWs0T5bM1IkRfdRvWreuTgY,high,,,
3795,https://www.ymcagta.org/find-a-y/north-etobicoke-ymca-child-care-centre,3.5,4,https://maps.google.com/?cid=17855130543153494540,(416) 744-4265,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJg3xHtlY6K4gRDDrk4qAqyvc,high,,,
3810,https://iwchildcare.com/,4.9,59.0,https://maps.google.com/?cid=6674013815249718572,(416) 750-4598,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJw3lG9BHO1IkRLE0CXDTcnlw,high,,,
3829,http://queenvictoriacc.ca/,4.3,4.0,https://maps.google.com/?cid=4016339956212887201,(416) 530-0683,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJhx9vo681K4gRoe5GI-nnvDc,high,,,
3875,https://www.ymcagta.org/find-a-y/scarborough-fleming-ymca-child-care-centre,4.0,2.0,https://maps.google.com/?cid=3693684578199853005,(416) 287-8534,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJV9-pMVTX1IkRzdfwy42aQjM,high,,,
3880,,5.0,1.0,https://maps.google.com/?cid=10443538566188266162,(416) 256-6191,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJ8QLKlcUzK4gRsnK-Y_7m7pA,high,,,
3884,http://www.mothercraft.ca/,5.0,6.0,https://maps.google.com/?cid=16959145237545989415,(416) 340-9651,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,Closed,Closed,,ChIJddlGQ8s0K4gRJ7Uver38Wus,high,,,
3893,,1.4,9.0,https://maps.google.com/?cid=10193443313476698208,(416) 661-8666,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,Closed,Closed,,ChIJZ4cyjdAvK4gRYADcua9ido0,high,,,
3942,http://www.nyad.org/,2.8,6.0,https://maps.google.com/?cid=15264332634179470138,(416) 261-4815,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJX9acCiLQ1IkROoOrKajN1dM,high,,,
3952,http://millvalleychildcare.ca/,5.0,4.0,https://maps.google.com/?cid=11542772643258259009,(416) 621-7553,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ2U9nFkE4K4gRQVaBFJAqMKA,high,,,
3957,http://swanseakidsplace.ca/,2.5,2,https://maps.google.com/?cid=3126958267284726836,(416) 763-1908,,,,,,,,,ChIJj95ednw2K4gRNCT6DPovZSs,high,,,
3959,https://www.sunflowerhouse.ca/,4.1,9.0,https://maps.google.com/?cid=5733352397423403522,(416) 530-0884,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,7:45 AM – 6:00 PM,Closed,Closed,,ChIJDWnoHK81K4gRAmKO_KD1kE8,high,,,
3963,https://lepetitchaperonrouge.ca/,4.9,16.0,https://maps.google.com/?cid=2098331384095511943,(416) 236-4557,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJJYLc3Ug2K4gRhxURwkbFHh0,high,,,
3967,http://www.etobicokedaycare.ca/,4.5,52.0,https://maps.google.com/?cid=17729575960626694321,(416) 626-1251,7:45 AM – 5:45 PM,7:45 AM – 5:45 PM,7:45 AM – 5:45 PM,7:45 AM – 5:45 PM,7:45 AM – 5:45 PM,Closed,Closed,,ChIJf_6TPYY3K4gRsYh1n2YbDPY,high,,,
3970,https://www.gracechurchchildcare.ca/,4.2,11.0,https://maps.google.com/?cid=4338895745605039423,(416) 932-3502,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJoWbK9GUzK4gRP_U9MrHaNjw,high,,,
3972,https://networkchildcare.com/,3.8,30.0,https://maps.google.com/?cid=14827690574143510721,(416) 530-0722 ext. 4028,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,Closed,Closed,,ChIJyRy04l80K4gRwVg7RwSKxs0,high,,,
3992,https://www.ymcagta.org/find-a-y/etobicoke-our-lady-of-sorrows-ymca-before-and-after-school-program,5.0,2.0,https://maps.google.com/?cid=16027876511719662537,(416) 305-6633,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJv09QSBdTV0ARyaPgoMR0bt4,high,,,
4012,,5.0,6.0,https://maps.google.com/?cid=10435203274824790996,(416) 496-2965,,,,,,,,,ChIJJdIqx__S1IkR1LPsIhdK0ZA,high,,,
4028,http://waterfrontmontessori.net/,,,https://maps.google.com/?cid=16118951828902771561,(416) 203-1017,8:30 AM – 4:30 PM,8:30 AM – 4:30 PM,8:30 AM – 4:30 PM,8:30 AM – 4:30 PM,8:30 AM – 4:30 PM,Closed,Closed,,ChIJ7cGUbcPK1IkRafthWUkFst8,high,,,
4044,https://familydaycare.com/location/mary-ward-child-care-centre/,5.0,3.0,https://maps.google.com/?cid=1613100883522771385,(416) 297-9660,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,,ChIJvwkJKvfT1IkRuVk-_bTiYhY,high,,,
4049,https://www.ymcagta.org/find-a-y/scarborough-rouge-valley-ymca-child-care-centre,5.0,1.0,https://maps.google.com/?cid=9732835794984815174,(416) 282-7253,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJT_tAtdPb1IkRRspGuZb6EYc,high,,,
4074,,,,https://maps.google.com/?cid=14504236327543297132,(416) 724-7132,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,,ChIJRfwgaFHX1IkRbNSI2RdmSck,high,,,
4110,https://whitneychildcentre.com/,5.0,1.0,https://maps.google.com/?cid=3167381866167462250,(416) 481-0211,,,,,,,,,ChIJFxX6kLLM1IkRaunsmAbN9Cs,high,,,
4115,http://churchillchums.ca/,4.7,6.0,https://maps.google.com/?cid=10696349842501781610,(416) 221-5923,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ16oax50tK4gRasifk4IRcZQ,high,,,
4144,https://www.heathandferndale.com/,3.8,8.0,https://maps.google.com/?cid=16361195278899272954,(416) 961-9678,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ3dFxYkUzK4gR-tyWu2ukDuM,high,,,
4176,https://denlowchildcare.ca/,3.8,13.0,https://maps.google.com/?cid=3476118716700275688,(416) 443-9394,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJIwkFilvN1IkR6LMBOo6nPTA,high,,,
4186,http://www.yorkhumber.ca/,,,https://maps.google.com/?cid=11542766678490662760,(416) 394-3280,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,Closed,,ChIJQ4W3qdI2K4gRaMemTCMlMKA,high,,,
4218,https://schoolweb.tdsb.on.ca/dunlace,,,https://maps.google.com/?cid=7162518131598817898,(416) 395-2370,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,Closed,,ChIJSXHRJbDS1IkRavo9w0pgZmM,high,,,
4240,http://schoolweb.tdsb.on.ca/johnfisher/,,,https://maps.google.com/?cid=5743612903477568063,(416) 393-9325,6:00 AM – 5:00 PM,6:00 AM – 5:00 PM,6:00 AM – 5:00 PM,6:00 AM – 5:00 PM,6:00 AM – 5:00 PM,Closed,Closed,,ChIJ2dwV-iMzK4gRP2IhN4FptU8,high,,,
4258,https://www.ymcagta.org/find-a-y/scarborough-port-royal-ymca-child-care-centre,2.9,10,https://maps.google.com/?cid=6460161097884685056,(416) 298-8911,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJbyDZKqvW1IkRANM2h0oap1k,high,,,
4263,https://lambtonparkchildcare.wixsite.com/lambtonparkchildcare,5.0,6.0,https://maps.google.com/?cid=1198781694682090014,(416) 762-5177,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJJQ6QK-o2K4gRHkrEkpntohA,high,,,
4310,https://www.toronto.ca/data/parks/prd/facilities/complex/287/index.html,4.2,296.0,https://maps.google.com/?cid=16324463854723127059,(416) 392-0743,8:00 AM – 9:00 PM,8:00 AM – 9:00 PM,8:00 AM – 9:00 PM,8:00 AM – 9:00 PM,8:00 AM – 9:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,,ChIJl0gSlvw0K4gRE9d5mWIljOI,high,,,
4319,http://www.bpacc.ca/,5,6,https://maps.google.com/?cid=5073861522905594588,(416) 491-1231,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJd3PGg1bS1IkR3HpPMCz6aUY,high,,,
4323,,4.3,7.0,https://maps.google.com/?cid=9706377613353523999,(416) 730-8948,,,,,,,,,ChIJiR1I4qUyK4gRH5u9QwP7s4Y,high,,,
4372,,5.0,2.0,https://maps.google.com/?cid=3385139419019763555,(416) 620-9914,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,Closed,,ChIJdc6K9Mg5K4gRY1_YyV1u-i4,high,,,
4436,https://www.tcdsb.org/o/stcyril,,,https://maps.google.com/?cid=4849414017474462481,(416) 393-5270,8:00 AM – 3:30 PM,8:00 AM – 3:30 PM,8:00 AM – 3:30 PM,8:00 AM – 3:30 PM,8:00 AM – 3:30 PM,Closed,Closed,,ChIJZU9z2QwtK4gREYNdCFuUTEM,high,,,
4543,https://networkchildcare.com/,3.8,30.0,https://maps.google.com/?cid=14827690574143510721,(416) 530-0722 ext. 4028,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,Closed,Closed,,ChIJyRy04l80K4gRwVg7RwSKxs0,high,,,
4545,http://schoolweb.tdsb.on.ca/northlea,,,https://maps.google.com/?cid=2819608961647051389,(416) 396-2395,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,9:00 AM – 3:30 PM,Closed,Closed,,ChIJ70deAijN1IkRfQJ7ZGlDISc,high,,,
4547,http://www.nyad.org/,5.0,4.0,https://maps.google.com/?cid=8156240598039658145,(416) 266-4990,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJB6Y20z7O1IkRof7FPJzJMHE,high,,,
4565,http://www.lifebridgechildcare.com/,5.0,14.0,https://maps.google.com/?cid=7622708473771848376,(416) 519-7776,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,7:30 AM – 5:45 PM,Closed,Closed,,ChIJo2QoSc40K4gRuPKHVfhMyWk,high,,,
4571,https://www.squirrelsnestchildcare.com/,3.6,26.0,https://maps.google.com/?cid=6935770439054648965,(416) 438-6383,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJ9e3d6bzR1IkRheaBj3fOQGA,high,,,
4590,http://www.cheztantelaure.ca/,4.4,7.0,https://maps.google.com/?cid=13430347614398495269,(416) 284-7185,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,Closed,,ChIJmUr9S7LW1IkRJbo8jv8tYro,high,,,
4637,,5,3,https://maps.google.com/?cid=5970881100474574964,(416) 736-0781,,,,,,,,,ChIJ0wGB07gtK4gRdGjhzbnU3FI,high,,,
4680,,,,,,,,,,,,,,,location_mismatch,,,
4708,http://littleprintsdaycare.com/,4.1,32.0,https://maps.google.com/?cid=8895795829514305676,(416) 229-0572,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJD8sAqJcyK4gRjACazCw3dHs,high,,,
4714,,3.9,8.0,https://maps.google.com/?cid=10927949810348032629,(416) 392-3766,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJESMLZLbQ1IkRdYIXKXTgp5c,high,,,
4745,http://downtownmontessori.ca/,4.0,6.0,https://maps.google.com/?cid=8005046611060180770,(416) 340-8757,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJoWR8qtY0K4gRIsev7nqjF28,high,,,
4750,http://www.firststageccc.ca/,3.7,3.0,https://maps.google.com/?cid=1510174568800794172,(416) 394-4688,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,7:30 AM – 5:30 PM,Closed,Closed,,ChIJt22axOw6K4gRPDYz4sQ39RQ,high,,,
4839,https://macaulaycentres.org/,5.0,5.0,https://maps.google.com/?cid=14869281777295928549,(416) 394-4766,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJF_XdxKQ7K4gR5azp4P5MWs4,high,,,
4847,https://www.centennialcollege.ca/programs-courses/full-time/early-childhood-education-progress/,3.9,12.0,https://maps.google.com/?cid=11460616943932422309,(416) 289-5104,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,Closed,,ChIJR3PucWfM1IkRpTjquWNKDJ8,high,,,
4849,https://macaulaycentres.org/,,,https://maps.google.com/?cid=17734266586060792039,(416) 394-4222,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,7:15 AM – 6:00 PM,Closed,Closed,,ChIJ7Q3s6NIxK4gR56A79n_FHPY,high,,,
4936,https://ghns.ca/stores/sheppard-business-park-child-care/,4.8,34.0,https://maps.google.com/?cid=6913524439012569494,(416) 499-1499,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJ-6nfL8bS1IkRlnFTDdnF8V8,high,,,
4937,https://www.ymcagta.org/find-a-y/north-york-elkhorn-ymca-child-care-centre,3.5,16.0,https://maps.google.com/?cid=13582148321451849648,(416) 315-5627,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJ_5rjSbXS1IkRsDfO4u97fbw,high,,,
4965,https://mauricecodychildcare.ca/,5.0,2.0,https://maps.google.com/?cid=15498337983124595085,(416) 484-4881,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJdc-idM3M1IkRjeEVLUgoFdc,high,,,
4970,http://www.stlawrencedaycare.com/,5.0,4.0,https://maps.google.com/?cid=5187473203287221167,(416) 363-5989,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJV39Y1C_L1IkRr-PK22Sb_Uc,high,,,
5070,,4.2,38.0,https://maps.google.com/?cid=1417060330223538683,(416) 690-8668,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJr5LA5BfM1IkR-5FFyNxoqhM,high,,,
5166,https://www.learningjungle.com/en-CA/briarcrest/,4.8,4.0,https://maps.google.com/?cid=8565365177835663253,(416) 244-8691,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJ3UwxTl83K4gRlS9lfD9K3nY,high,,,
5300,http://www.ordedaycare.org/,4.7,28.0,https://maps.google.com/?cid=7174156060328059767,(416) 591-0040,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,Closed,Closed,,ChIJu4CGOM80K4gRd-MRM-24j2M,high,,,
5406,,4.9,58.0,https://maps.google.com/?cid=860178395121735311,(416) 755-1789,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJw-51kgTO1IkRj1ayZLH37ws,high,,,
5468,https://gtlc.ca/,3.3,20.0,https://maps.google.com/?cid=4666272238471933246,(416) 438-4088,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJE1VIcFvQ1IkRPu1iv-DtwUA,high,,,
5543,https://schoolweb.tdsb.on.ca/millwood/,,,https://maps.google.com/?cid=8886795853597058747,(416) 394-7070,9:00 AM – 3:45 PM,9:00 AM – 3:45 PM,9:00 AM – 3:45 PM,9:00 AM – 3:45 PM,9:00 AM – 3:45 PM,Closed,Closed,,ChIJW-77VxE4K4gRuyYRnb49VHs,high,,,
5702,,4.2,12.0,https://maps.google.com/?cid=2411724893622646737,(416) 392-5696,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJR0Fu-CXO1IkR0TdYTAMreCE,high,,,
5792,http://courtleighplace.ca/,3.9,16.0,https://maps.google.com/?cid=15454859076216967340,(416) 446-2875,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJF5c6nYnS1IkRrFCiS3KwetY,high,,,
5808,https://www.scarboroughdaynursery.com/,4.4,7.0,https://maps.google.com/?cid=9914185423369141863,(416) 698-5833,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJA1r2NJPO1IkRZ_5FbR1Dlok,high,,,
5828,,4.2,38.0,https://maps.google.com/?cid=1417060330223538683,(416) 690-8668,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed,Closed,,ChIJr5LA5BfM1IkR-5FFyNxoqhM,high,,,
