_id,LOC_ID,LOC_NAME,AUSPICE,ADDRESS,PCODE,ward,PHONE,bldg_type,BLDGNAME,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,subsidy,run_date,cwelcc_flag,geometry
234,1818,Runnymede Adventure Club,Non Profit Agency,357 RUNNYMEDE RD,M6S 2Y7,4,(416) 766-5599,Public Elementary School,Runnymede Public School,0,0,0,78,140,218,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.477481716, 43.655929301]}"
235,1819,Bloorcourt Village Early Learning Centre,Commercial Agency,823 DOVERCOURT RD,M6H 2X4,9,(416) 536-0574,Purpose Built,,10,30,36,0,30,106,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.42974879, 43.66312856]}"
236,1823,Sunnyside Garden Day Care,Non Profit Agency,225 GARDEN AVE,M6R 1H9,4,(416) 533-2008,Public Elementary School,Garden Public School,0,15,23,65,60,163,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.449123697, 43.6432001]}"
237,1824,Ryerson Early Learning Centre (Ryerson University),Non Profit Agency,350 VICTORIA ST,M5B 2K3,13,(416) 979-5338,Community College/University,Ryerson University,0,10,24,0,0,34,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.380479827, 43.65776563]}"
238,1832,Candy Factory Swallows Day Care (The),Commercial Agency,1411 BLOOR ST W,M6P 3L4,9,(416) 537-4154,House,Plato Adult Education Centre,10,25,40,0,0,75,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.44734824, 43.657198297]}"
239,1833,University Settlement Day Care Centre,Non Profit Agency,23 GRANGE RD,M5T 1C3,10,(416) 598-3444x246,Community/Recreation Centre,University Settlement Recreation Centre,10,20,24,0,0,54,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.391471039, 43.652043323]}"
240,1835,George Brown - Casa Loma Child Care Centre,Non Profit Agency,160 KENDAL AVE,M5R 1M3,12,(416) 415-4616,Community College/University,Casa Loma Campus,10,15,40,0,0,65,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.411045414, 43.676012342]}"
241,1837,Ancaster Early Learning & Child Care Centre,Public (City Operated) Agency,45 ANCASTER RD,M3K 1S7,6,(416) 392-5064,Other,,10,25,24,0,0,59,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.466011149, 43.733025826]}"
242,1838,Rawlinson Early Learning & Child Care Centre,Public (City Operated) Agency,40 EARNSCLIFFE RD,M6E 1J5,9,(416) 392-5068,Public Elementary School,Rawlinson Community School,10,20,24,0,0,54,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.439885162, 43.683531656]}"
243,1839,Alexandra Park Early Learning & Child Care Centre,Public (City Operated) Agency,75 AUGUSTA SQ,M5T 2K5,10,(416) 392-5515,Low Rise Apartment,,10,10,16,0,0,36,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.399901164, 43.650242422]}"
244,1840,Berner Trail Early Learning & Child Care Centre,Public (City Operated) Agency,120 BERNER TRAIL,M1B 1B3,23,(416) 392-6273,Public Elementary School,Berner Trail Public School,10,20,24,0,0,54,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.221141309, 43.801434103]}"
245,1842,Brahms Early Learning & Child Care Centre,Public (City Operated) Agency,5 BRAHMS AVE,M2H 1H2,17,(416) 392-6262,High Rise Apartment,,6,10,24,0,0,40,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.3578376974, 43.7927282049]}"
246,1843,Willowridge Early Learning & Child Care Centre,Public (City Operated) Agency,30 EARLDOWN DR,M9R 2L3,1,(416) 392-5086,Purpose Built,,0,10,32,0,0,42,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.57126527, 43.675704295]}"
247,1847,Blake Street Early Learning & Child Care Centre,Public (City Operated) Agency,84 BLAKE ST,M4J 3C9,14,(416) 392-5055,Community/Recreation Centre,Eastview Neighbourhood Community Centre,10,15,24,0,0,49,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.339764106, 43.674967456]}"
248,1848,Rowntree Early Learning & Child Care Centre,Public (City Operated) Agency,2765 ISLINGTON AVE,M9V 5C2,1,(416) 392-5089,High Rise Apartment,,10,10,16,0,0,36,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.567272697, 43.74373969]}"
249,1850,Gilder Early Learning & Child Care Centre,Public (City Operated) Agency,31 GILDER DR,M1K 4P8,21,(416) 392-5696,High Rise Apartment,,10,20,0,0,0,30,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.256313276, 43.736255093]}"
250,1851,Edgeley Early Learning & Child Care Centre,Public (City Operated) Agency,405 DRIFTWOOD AVE,M3N 2P6,7,(416) 392-6271,Purpose Built,,10,15,32,0,0,57,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.516067268, 43.767166179]}"
251,1852,Emery Early Learning & Child Care Centre,Public (City Operated) Agency,3395 WESTON RD,M9M 2V9,7,(416) 392-3370,Public High School,Emery Collegiate Institute,10,10,16,0,0,36,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.539556981, 43.748722706]}"
252,1853,Taylor Creek Early Learning & Child Care Centre,Public (City Operated) Agency,644 WARDEN AVE,M1L 3Z3,20,(416) 392-5042,Public Elementary School,Taylor Creek Public School,10,10,24,0,0,44,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.277287739, 43.700037759]}"
253,1854,Thomas Berry Early Learning & Child Care Centre,Public (City Operated) Agency,3495 LAKE SHORE BLVD W,M8W 1N5,3,(416) 392-5080,Other,Old James S. Bell Public School (Closed),10,20,32,0,0,62,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.530735817, 43.594365123]}"
254,1855,Galloway Early Learning & Child Care Centre,Public (City Operated) Agency,4299 KINGSTON RD,M1E 2M9,24,(416) 392-5229,High Rise Apartment,,10,10,24,0,0,44,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.193646562, 43.762340279]}"
255,1857,Falstaff Early Learning & Child Care Centre,Public (City Operated) Agency,10 FALSTAFF AVE,M6L 2C7,5,(416) 392-5688,Purpose Built,,16,20,32,0,0,68,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.50666887, 43.716084417]}"
256,1858,Canadiana Court Early Learning & Child Care Centre,Public (City Operated) Agency,20 GORDONRIDGE PL,M1K 4H5,20,(416) 392-5698,Community/Recreation Centre,Gordonridge Community Centre,10,10,16,0,0,36,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.250764805, 43.726007156]}"
257,1860,Centenary Seven Oaks  Early Learning & Child Care Centre,Public (City Operated) Agency,9 NEILSON RD,M1E 5E1,24,(416) 392-4750,Purpose Built,Seven Oaks Home For The Aged,10,15,24,0,0,49,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.203575709, 43.781638099]}"
258,1861,Mount Dennis Early Learning & Child Care Centre,Public (City Operated) Agency,1234 WESTON RD,M6M 4P8,5,(416) 392-5686,Purpose Built,,20,30,48,0,0,98,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.4930579, 43.688032553]}"
259,1863,Kipling Early Learning & Child Care Centre,Public (City Operated) Agency,2233 KIPLING AVE,M9W 4L3,1,(416) 397-9961,Other,Kipling Acres Home For The Aged,10,10,16,0,0,36,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.571998245, 43.725135116]}"
260,1869,Flemingdon Early Learning & Child Care Centre,Public (City Operated) Agency,29 ST DENNIS DR,M3C 3J3,16,(416) 392-3170,Community/Recreation Centre,Dennis R Timbrell Resource Centre,10,10,32,0,0,52,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.331687362, 43.717940677]}"
261,1870,Regent Park Early Learning & Child Care Centre,Public (City Operated) Agency,40 REGENT ST,M5A 3N7,13,(416) 392-5513,Purpose Built,,10,10,16,0,0,36,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.364295179, 43.658647944]}"
262,1874,O'Connor Satellite Early Learning & Child Care Centre,Public (City Operated) Agency,1665 O CONNOR DR,M4A 1W5,19,(416) 392-3980,Public Elementary School,O'Connor Public School,0,0,24,0,0,24,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.3041553523, 43.7165159199]}"
263,1875,O'Connor Early Learning & Child Care Centre,Public (City Operated) Agency,1386 VICTORIA PARK AVE,M4A 2L8,19,(416) 392-6545,Community/Recreation Centre,O'Connor Community Centre,10,20,16,0,0,46,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.301856195, 43.7176677023]}"
264,1878,Blacksmith Child Care Centre,Non Profit Agency,45 BLACKSMITH CRES,M3N 1V5,7,(416) 665-3839,Public Elementary School,Blacksmith Public School,0,10,16,26,30,82,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.52681069, 43.771163954]}"
265,1882,Stilecroft Superkids,Non Profit Agency,50 STILECROFT DR,M3J 1A7,6,(416) 638-0352,Public Elementary School,Stilecroft Public School,0,10,16,13,15,54,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.493205095, 43.751055819]}"
266,1887,Davenport Perth Early Learning & Child Care Centre,Public (City Operated) Agency,1900 DAVENPORT RD,M6N 1B7,9,(416) 392-5066,Community/Recreation Centre,Davenport Perth Community Centre,10,10,16,0,0,36,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.454858588, 43.670920013]}"
267,1888,Coxwell Early Learning & Child Care Centre,Public (City Operated) Agency,1631 QUEEN ST E,M4L 1G4,19,(416) 392-5076,Multi Human Services Facility,Toronto Employment And Social Services-Toronto East Office,0,10,24,0,0,34,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.31557687, 43.666300712]}"
268,1889,Jesse Ketchum Early Learning & Child Care Centre,Public (City Operated) Agency,7 BERRYMAN ST,M5R 1M7,11,(416) 392-5061,Public Elementary School,Jesse Ketchum Public School,10,10,32,0,0,52,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.391598893, 43.673604783]}"
269,1890,Danforth Early Learning & Child Care Centre,Public (City Operated) Agency,1125 DANFORTH AVE,M4J 1M5,14,(416) 392-5070,Purpose Built,Danforth Child Care Centre,20,20,24,0,0,64,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.333812147, 43.680841582]}"
270,1891,Church Street School Day Care Service Inc.,Non Profit Agency,83 ALEXANDER ST,M4Y 1B7,13,(416) 925-1197,Public Elementary School,Church Street Public School,0,10,16,52,82,160,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.37917817, 43.663608426]}"
271,1893,The Yonge Street Mission / Davis Centre,Non Profit Agency,270 GERRARD ST E,M5A 2G4,13,(416) 355-3574,Community/Recreation Centre,Christian Community Centre,10,15,40,0,0,65,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.3683414488, 43.6623713476]}"
272,1895,North York Jr Ymca,Non Profit Agency,567 SHEPPARD AVE E,M2K 1B2,17,(416) 225-7773x440,Community/Recreation Centre,North York Ymca,0,30,48,0,0,78,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.3867792864, 43.765882842]}"
273,1896,West End Jr Ymca,Non Profit Agency,931 COLLEGE ST,M6H 1A1,9,(416) 536-1166x440,Community/Recreation Centre,West End Ymca,0,30,40,0,30,100,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.425887632, 43.653456547]}"
274,1898,Ymca Child Development Centre (Ymca),Non Profit Agency,15 BREADALBANE ST,M4Y 1C2,13,(416) 513-1164x1,Community/Recreation Centre,Toronto Central Ymca,10,30,48,26,30,144,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.3848447836, 43.6636315307]}"
275,1900,Second Street School Age Ymca,Non Profit Agency,71 SECOND ST,M8V 2X4,3,(416) 252-8544,Public Elementary School,Second Street School,0,0,0,52,75,127,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.500022907, 43.603725079]}"
276,1901,Lamp Jr Ymca,Non Profit Agency,185 FIFTH ST,M8V 2Z5,3,(416) 252-8544,Community/Recreation Centre,Lamp Community Centre,0,15,32,0,0,47,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.50343066, 43.603564725]}"
277,1902,University City Jr Ymca,Non Profit Agency,453 SENTINEL RD,M3J 2T6,7,(416) 661-2329,Community/Recreation Centre,University City Ymca,20,30,40,0,0,90,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.499448651, 43.7625712055]}"
278,1907,St. Gabriel's Jr Ymca,Non Profit Agency,396 SPRING GARDEN AVE,M2N 3H5,18,(416) 221-5000,Catholic Elementary School,St. Gabriel's Separate School,0,0,16,26,45,87,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.390933319, 43.769049281]}"
279,1909,Cougar Court Child Care Centre 15,Commercial Agency,3225 EGLINTON AVE E,M1J 2H7,24,(416) 267-0366,Other,,30,55,64,0,0,149,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.21618361, 43.743424849]}"
280,1911,Lynngate Jr Ymca,Non Profit Agency,129 CASS AVE,M1T 2B5,22,(416) 293-3020,Public Elementary School,Lynngate Jr Public School,0,10,24,13,30,77,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.300660255, 43.776676644]}"
281,1912,Bridlewood Jr Ymca,Non Profit Agency,60 BRIDLEWOOD BLVD,M1T 1P7,22,(416) 492-3364,Public Elementary School,Bridlewood Public School,0,0,24,26,30,80,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.315095387, 43.780796266]}"
282,1913,Maryvale Jr Ymca,Non Profit Agency,1325 PHARMACY AVE,M1R 2J1,21,(416) 447-8115,Public Elementary School,Maryvale Public School,0,10,24,13,30,77,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.307836183, 43.754822066]}"
283,1914,David Lewis Jr Ymca,Non Profit Agency,130 FUNDY BAY BLVD,M1W 3G1,22,(416) 490-1624,Public Elementary School,David Lewis Public School,0,0,32,26,30,88,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.3178892896, 43.8092053218]}"
284,1915,High Park Jr Ymca,Non Profit Agency,2665 DUNDAS ST W,M6P 1Y1,4,(416) 763-1195,Community/Recreation Centre,,10,30,32,0,0,72,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.4594752493, 43.6645334751]}"
285,1918,Wellesworth School Age Ymca,Non Profit Agency,225 WELLESWORTH DR,M9C 4S5,2,(647) 281-4410,Public Elementary School,Wellesworth Public School,0,0,0,13,30,43,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.576718746, 43.656637342]}"
286,1919,Wedgewood School Age Ymca,Non Profit Agency,5 SWAN AVE,M9B 1V1,2,(647) 281-4410,Public Elementary School,Wedgewood Public School,0,0,0,39,90,129,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.546252914, 43.645316948]}"
287,1926,Derrydown School Age Ymca,Non Profit Agency,120 DERRYDOWN RD,M3J 1R7,7,(437) 225-8035,Public Elementary School,Derrydown Public School,0,0,0,26,30,56,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.4937134612, 43.7586985269]}"
288,1927,Holy Spirit Jr Ymca,Non Profit Agency,3530 SHEPPARD AVE E,M1T 3K7,22,(416) 913-0958,Catholic Elementary School,Holy Spirit Separate School,0,0,32,26,45,103,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.302695677, 43.781293598]}"
289,1928,Pauline Johnson School Age Ymca,Non Profit Agency,35 DUNMURRAY BLVD,M1T 2K2,22,(416) 913-0958,Public Elementary School,Pauline Johnson Junior Public School,0,0,0,13,45,58,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.303571294, 43.785129854]}"
290,1929,Glamorgan School Age Ymca,Non Profit Agency,51 ANTRIM CRES,M1P 4N4,21,(647) 438-7124,Public Elementary School,Glamorgan Public School,0,0,0,13,30,43,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.2895570406, 43.771308916]}"
291,1931,Secord School Age Ymca,Non Profit Agency,91 BARRINGTON AVE,M4C 4Y9,19,(647) 439-9905,Community/Rec Centre - City,Secord Community Centre,0,0,0,0,30,30,Y,26DEC25,N,"{""type"": ""Point"", ""coordinates"": [-79.301568069, 43.691772103]}"
292,1934,William G. Miller School Age Ymca,Non Profit Agency,60 BENNETT RD,M1E 3Y3,25,(416) 724-1925,Public Elementary School,William G. Miller Junior Public School,0,0,0,26,30,56,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.165034007, 43.768513555]}"
293,1935,McGregor Jr Ymca,Non Profit Agency,555 MORTIMER AVE,M4J 2G9,14,(647) 439-9905,Public Elementary School,McGregor Public School,0,0,38,78,135,251,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.327135744, 43.689995257]}"
294,1937,Chester Jr Ymca,Non Profit Agency,115 GOWAN AVE,M4K 2E4,14,(416) 421-8101,Public Elementary School,Chester Public School,0,10,24,39,75,148,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.351709981, 43.687602382]}"
295,1938,William Burgess Jr Ymca,Non Profit Agency,100 TORRENS AVE,M4J 2P5,14,(416) 423-5518,Public Elementary School,William Burgess Public School,0,15,24,52,90,181,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.348157727, 43.691927726]}"
296,1939,Albion Heights School Age Ymca,Non Profit Agency,45 LYNMONT RD,M9V 3W9,1,(416) 744-4265,Public Elementary School,Albion Heights Public School,0,0,0,26,30,56,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.594315501, 43.731388262]}"
297,1941,Humbercrest School Age Ymca,Non Profit Agency,14 ST MARKS RD,M6S 2H7,4,(416) 769-6715,Public Elementary School,Humbercrest Junior Senior Public School,0,0,0,78,150,228,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.4910586436, 43.6604612262]}"
298,1942,Brian Drive School Age Program (Ymca),Non Profit Agency,95 BRIAN DR,M2J 3Y6,17,(416) 493-3008,Public Elementary School,Brian Public School,0,0,0,0,60,60,Y,26DEC25,N,"{""type"": ""Point"", ""coordinates"": [-79.331933542, 43.782453191]}"
299,1943,Crestview School Age Program Ymca,Non Profit Agency,101 SENECA HILL DR,M2J 2W3,17,(416) 225-7773x440,Public Elementary School,Crestview Public School,0,0,0,26,60,86,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.359846604, 43.78843218]}"
300,1951,Knob Hill School Age Ymca,Non Profit Agency,25 SEMINOLE AVE,M1J 1M8,21,(416) 296-9907,Public Elementary School,Knob Hill Public School,0,0,0,26,30,56,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.249785031, 43.74529228]}"
301,1952,Hunter's Glen School Age Ymca,Non Profit Agency,16 HAILEYBURY DR,M1K 4X5,21,(416) 261-9092,Public Elementary School,Hunter's Glen Junior Public School,0,0,0,13,30,43,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.260121987, 43.745712249]}"
302,1956,Brimwood School Age Ymca,Non Profit Agency,151 BRIMWOOD BLVD,M1V 1E5,23,(416) 293-7326,Public Elementary School,Brimwood  Blvd. Jr. Public School,0,0,0,26,30,56,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.2740928716, 43.8117085028]}"
303,1958,George Webster Jr Ymca,Non Profit Agency,50 CHAPMAN AVE,M4B 1C5,19,(416) 288-0997,Public Elementary School,George Webster Public School,10,15,24,39,45,133,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.299760621, 43.7010489]}"
304,3495,Northview Heights Early Learning Centre - North York,Non Profit Agency,550 FINCH AVE W,M2R 1N6,6,(416) 739-0987,Public High School,Northview Heights Secondary School,6,15,8,0,0,29,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.446117704, 43.773882768]}"
305,3497,Scarborough Jr Ymca,Non Profit Agency,230 TOWN CENTRE CRT,M1P 4Y7,21,(416) 296-9907,Community/Recreation Centre,Scarborough Ymca,20,30,40,0,0,90,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.2543745181, 43.7746066328]}"
306,3499,Blue Wave Child Care Centre,Non Profit Agency,50 DUNCAIRN RD,M3B 1C8,16,(416) 445-0602,Public Elementary School,Norman Ingram Public School,10,20,24,52,0,106,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.3496093764, 43.7399610505]}"
307,3507,Morrish Jr Ymca,Non Profit Agency,61 CANMORE BLVD,M1C 3T7,25,(416) 724-1925,Public Elementary School,Morrish Public School,0,10,16,13,30,69,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.179270027, 43.793187917]}"
308,3513,Our Lady Of Peace School Age Program (Ymca),Non Profit Agency,70 MATTICE AVE,M9B 1T6,2,(647) 281-4410,Catholic Elementary School,Our Lady Of Peace Catholic School,0,0,0,52,75,127,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.5410814414, 43.6465208217]}"
309,3537,Marguerite Butt Early Learning & Child Care Centre,Public (City Operated) Agency,3197 LAKE SHORE BLVD W,M8V 3X5,3,(416) 392-4652,Other,Lakeshore Lodge Home For The Aged,10,20,32,0,0,62,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.51855744, 43.597345677]}"
310,3550,Lucy Maud Montgomery Jr Ymca,Non Profit Agency,95 MURISON BLVD,M1B 2L6,25,(416) 287-7925,Public Elementary School,Lucy Maud Montgomery Public School,10,10,16,13,30,79,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.2093689076, 43.7969254084]}"
311,3551,Norman Ingram School Age Ymca,Non Profit Agency,50 DUNCAIRN RD,M3B 1C8,16,(416) 293-3020,Public Elementary School,Norman Ingram Public School,0,0,0,0,30,30,Y,26DEC25,N,"{""type"": ""Point"", ""coordinates"": [-79.3496093764, 43.7399610505]}"
312,3596,Metro Hall Early Learning & Child Care Centre,Public (City Operated) Agency,55 JOHN ST,M5V 3C6,10,(416) 397-5171,Office Building,Metro Hall,10,20,32,0,0,62,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.388931496, 43.646153794]}"
313,3629,The South Drive Children's Circle,Non Profit Agency,22 SOUTH DR,M4W 1R1,11,(416) 963-9242,Public Elementary School,Rosedale Public School,0,0,22,52,52,126,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.381686023, 43.67765573]}"
314,3670,Mothercraft  Brookfield Place - 161 Bay Street,Non Profit Agency,161 BAY ST,M5J 2S1,13,(416) 367-1758,Other,Brookfield Place,10,10,32,0,0,52,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.378775853, 43.64651907]}"
315,3701,Branson Pre-School Ltd.,Commercial Agency,4866 BATHURST ST,M2R 1X4,6,(416) 635-6580,High Rise Apartment,,0,10,32,0,0,42,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.443178335, 43.771592918]}"
316,3709,The Alderbuds Child Care Centre Of Etobicoke,Non Profit Agency,399 THE WEST MALL,M9C 2Y2,2,(416) 394-8284,Office Building,Etobicoke City Hall,10,15,24,0,0,49,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.5654560752, 43.6437806]}"
317,3712,Allenby Day Care,Non Profit Agency,391 ST CLEMENTS AVE,M5N 1M2,8,(416) 487-7108,Public Elementary School,Allenby Public School,0,15,16,78,150,259,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.4127909823, 43.7094442341]}"
318,3733,Treetop Children's Centre,Non Profit Agency,80 BRAEMAR AVE,M5P 2L4,12,(416) 484-8702,Public Elementary School,Oriole Park Junior School,0,0,43,52,60,155,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.409693275, 43.702571551]}"
319,3736,John Wanless Child Care,Non Profit Agency,245 FAIRLAWN AVE,M5M 1T2,8,(416) 488-8571,Public Elementary School,John Wanless Junior Public School,0,0,16,78,163,257,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.412056691, 43.728868637]}"
320,3767,Unicorn Day Care Centre Toronto,Non Profit Agency,454 AVENUE RD,M4V 2J1,12,(416) 929-6841,Public Elementary School,Brown Junior Public School,0,0,0,65,105,170,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.401312277, 43.684912913]}"
321,3774,Timothy Eaton Infant & Toddler Centre,Non Profit Agency,35 GLENDOWER CIRCT,M1T 2Z3,22,(416) 490-0434,Public Elementary School,Highland Heights Jr. Public School,10,10,0,0,0,20,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.30026234, 43.794419906]}"
322,3792,Abiona Centre For Infant And Early Mental Health Elc Broadview Campus,Non Profit Agency,1102 BROADVIEW AVE,M4K 2S5,14,(437) 328-2816,Purpose Built,Massey Centre For Women,10,20,32,0,0,62,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.356320186, 43.686573868]}"
323,3795,North Etobicoke Jr Ymca,Non Profit Agency,88 HUMBER COLLEGE BLVD,M9V 5G3,1,(416) 744-4265,Low Rise Apartment,,20,20,32,0,0,72,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.5986539334, 43.7317348465]}"
324,3810,Isabella Walton Child Care (Scarborough) Inc.,Non Profit Agency,835 BIRCHMOUNT RD,M1K 5K1,20,(416) 750-4598,High Rise Apartment,,10,10,10,0,0,30,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.277411309, 43.729329202]}"
325,3829,Queen Victoria Child Care Centre,Non Profit Agency,100 CLOSE AVE,M6K 2V3,4,(416) 530-0683,Public Elementary School,Dr Rita Cox - Kina Minogok Public School,0,15,24,52,60,151,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.435320697, 43.636509493]}"
326,3875,Fleming Junior Ymca,Non Profit Agency,22 LITTLES RD,M1B 5B5,25,(416) 287-8534,Public Elementary School,Fleming Public School,0,10,16,26,30,82,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.203463482, 43.815724368]}"
327,3880,Casa Del Zotto Children's Centre,Non Profit Agency,3010 DUFFERIN ST,M6B 4J5,8,(416) 819-2186,High Rise Apartment,Casa Del Zotto,0,30,48,0,0,78,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.454992255, 43.711862297]}"
328,3884,Mothercraft  Toronto Eaton Centre,Non Profit Agency,14 TRINITY SQ,M5G 1B1,13,(416) 340-9651,Other,Marriott Hotel,10,10,32,0,0,52,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.38147311, 43.654478057]}"
329,3893,Antica Village Children's Day Care Centre (646508 Ontario Ltd),Commercial Agency,360 HULLMAR DR,M3N 2X7,7,(416) 661-8666,Community/Recreation Centre,Antica Recreation Centre,0,0,16,0,15,31,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.52332085, 43.773554952]}"
330,3942,N.Y.A.D Scarborough Village,Non Profit Agency,15 LUELLA ST,M1J 3P2,24,(416) 261-4815,Public Elementary School,Scarborough Village Public School,0,0,16,13,30,59,Y,26DEC25,Y,"{""type"": ""Point"", ""coordinates"": [-79.222071791, 43.744119359]}"
